customer_id,signup_date,birth_year,gender,district,app_platform,notification_opt_in,churned
146063,2024-12-26,1999,,สวนหลวง,Android,yes,0
178726,18 Dec 2024,1988,M,คลองเตย,iOS,FALSE,0
169109,2024-09-22,2001,female,บางกะปิ ,iOS,TRUE,0
144634,2024-09-12,1994,ชาย,บางกะปิ,Android,FALSE,0
123391,13/02/2025,1998,ชาย,บางรัก,ANDROID,TRUE,0
104040,18/12/2024,1997,ชาย,บางรัก,Android,FALSE,0
124556,04/04/2025,1984,หญิง,วัฒนา,Android,TRUE,1
134867,14/04/2024,2002,M,วัฒนา,iOS,FALSE,0
150063,09/05/2025,1988,หญิง,ห้วยขวาง,iOS,TRUE,0
115593,18/04/2025,1994,ชาย, บางกะปิ,Android,FALSE,0
139387,2024-04-24,1997,หญิง,จตุจักร ,iOS,TRUE,0
134669,21/06/2024,2002,หญิง,ห้วยขวาง,iOS,TRUE,1
157475,15/06/2024,2001,หญิง,คลองเตย,Android,yes,0
171260,2025-06-20,1993,ชาย,วัฒนา,iOS,FALSE,0
134937,25/07/2024,2006,ชาย,พญาไท,iOS,TRUE,0
151331,21/08/2024,,M,ลาดพร้าว,ios,TRUE,0
168482,2024-09-24,1989,หญิง,บางนา,iOS,TRUE,0
156750,2025-04-01,,หญิง,ลาดพร้าว,ANDROID,TRUE,0
114561,06 Jun 2024,1995,หญิง,พญาไท,iOS,0,0
187532,2024-02-09,1996,ชาย,ลาดพร้าว,iOS,TRUE,0
154293,2024-11-06,2001,หญิง,สวนหลวง,android ,TRUE,0
180676,17/03/2024,1994,ชาย,วัฒนา,iOS,FALSE,1
142919,2024-11-30,,หญิง,จตุจักร,iOS,TRUE,0
133380,2025-06-21,2542,ช,วัฒนา,Android,FALSE,0
130443,14 Mar 2025,2538,ชาย,พญาไท,iOS,TRUE,0
148230,06 Nov 2024,,หญิง,พญาไท,android ,FALSE,0
156263,2025-04-16,2003,,บางนา,iOS,FALSE,0
130237,09 Mar 2024,,หญิง,คลองเตย,Android,TRUE,0
104757,18 Dec 2024,1991,หญิง,วัฒนา,Android,0,0
159853,10/04/2025,1994,ชาย,พญาไท ,ANDROID,TRUE,0
141401,14/06/2025,2001,ชาย,วัฒนา,ios,TRUE,1
181302,25 Dec 2024,2002,หญิง,ดินแดง,iOS,TRUE,0
153816,28 Mar 2025,1999,,บางกะปิ,iOS,FALSE,0
167356,26 Mar 2025,1996,ชาย,จตุจักร,iOS,TRUE,0
144683,24 Dec 2024,2534,หญิง,สวนหลวง,Android,FALSE,1
118732,2025-02-20,1987,หญิง,ห้วยขวาง ,iOS,TRUE,0
159422,05/06/2025,1998,ชาย,ห้วยขวาง,iOS,TRUE,0
137742,05/05/2025,,M,บางรัก,iOS,TRUE,1
149837,27 Sep 2024,1995,หญิง,บางรัก,ios,TRUE,0
158930,13/08/2024,2534,female,บางนา,Android,TRUE,1
152445,06 Nov 2024,2546,female, บางนา,iOS,TRUE,0
138586,08 May 2024,1989,หญิง,สาทร,Android,TRUE,0
138566,2025-01-22,2001,หญิง,บางนา,Android,FALSE,0
118354,14/11/2024,2537,ชาย,ห้วยขวาง,iOS,TRUE,0
163819,14 Sep 2024,2539,หญิง,บางนา,Android,FALSE,0
165889,2025-05-01,,M,บางนา,iOS,FALSE,0
152218,2024-06-30,2002,female,ลาดพร้าว,iOS,TRUE,0
161208,31/08/2024,1998,หญิง, สาทร,iOS,FALSE,0
191466,30/06/2025,1998,,ดินแดง,Android,FALSE,0
160365,2025-04-22,,หญิง, บางกะปิ,Android,FALSE,0
118639,2024-12-23,2545,ชาย,ห้วยขวาง,Android,TRUE,0
165551,01 Mar 2024,,M,ลาดพร้าว,ios,no,0
154871,05 May 2024,1994,หญิง,จตุจักร,Android,FALSE,0
147810,10 Oct 2024,2001,หญิง,จตุจักร,iOS,FALSE,0
121203,12 Aug 2024,2532,ช,บางกะปิ,Android,FALSE,0
107287,2024-02-29,1996,หญิง,ดินแดง,ios,FALSE,0
122925,31 Aug 2024,1991,หญิง,บางรัก,iOS,FALSE,0
171963,20 Jan 2024,1981,,พญาไท,Android,yes,0
104589,2024-09-15,,ชาย,บางนา,iOS,FALSE,0
179313,2025-07-10,1994,หญิง,ดินแดง,Android,TRUE,1
146446,2024-04-17,2543,ชาย,จตุจักร,Android,TRUE,0
170685,12/08/2024,2000,female,สวนหลวง,iOS,1,0
144194,14/04/2025,1995,,วัฒนา,iOS,FALSE,0
154642,13 Feb 2025,1989,ชาย,สาทร,iOS,FALSE,1
163156,23 Jan 2025,1994,หญิง, บางกะปิ,iOS,no,0
124123,15 Sep 2024,2534,หญิง,ห้วยขวาง,iOS,TRUE,0
126003,21 Feb 2025,1992,หญิง,จตุจักร,iOS,FALSE,0
139514,2025-04-06,2005,female,ลาดพร้าว,ios,TRUE,0
187579,10 Sep 2024,2544,ชาย,สาทร,Android,TRUE,0
117785,07 Aug 2024,2001,ชาย,ห้วยขวาง,ios,no,0
111487,25/10/2024,,female,วัฒนา,Android,1,0
190700,25/01/2024,1986,หญิง,ดินแดง,ANDROID,1,1
108705,2024-05-28,1999,M,บางรัก,iOS,TRUE,0
125809,01 Aug 2024,,ชาย,ห้วยขวาง,Android,FALSE,0
184259,27/06/2024,1991,หญิง,ดินแดง,Android,TRUE,0
143962,2024-02-09,1996,ชาย,วัฒนา,iOS,TRUE,0
184976,2024-01-22,1995,หญิง,ดินแดง ,iOS,TRUE,0
166036,16/01/2025,1988,หญิง,คลองเตย,Android,TRUE,0
159211,16/03/2024,1997,ชาย,บางกะปิ,iOS,0,0
176506,22/09/2024,1989,ช,บางนา,iOS,FALSE,0
184039,2024-11-08,2002,ชาย,จตุจักร,Android,FALSE,0
164802,17 May 2025,1997,ชาย,พญาไท ,ios,TRUE,0
141532,13/07/2024,2004,ชาย,พญาไท,Android,FALSE,0
119368,01/04/2025,1986,หญิง,สาทร,iOS,FALSE,0
146223,13 Feb 2024,2005,ชาย,บางกะปิ,Android,TRUE,0
188957,15/05/2025,2000,หญิง,คลองเตย,ANDROID,TRUE,0
142794,2024-12-18,1992,ชาย,บางกะปิ,Android,TRUE,0
170047,2025-02-17,1981,female, ดินแดง,Android,FALSE,0
164694,08 Aug 2024,1988,ไม่ระบุ,บางรัก,Android,TRUE,0
159115,29 May 2024,1993,ชาย,บางนา,iOS,FALSE,0
185564,18 Feb 2024,1995,ชาย,ห้วยขวาง,ANDROID,FALSE,0
155072,11 May 2024,1996,หญิง, ลาดพร้าว,iOS,FALSE,0
165159,2025-07-02,1989,หญิง,ลาดพร้าว,Android,TRUE,0
104928,2024-08-10,1997,หญิง,ห้วยขวาง,Android,TRUE,1
130550,05 Aug 2024,1997,หญิง,ดินแดง,Android,TRUE,0
110011,30/05/2025,2000,ชาย,บางรัก,Android,TRUE,0
166796,29/09/2024,2000,หญิง, บางกะปิ,iOS,TRUE,0
189268,10/03/2024,1996,M,วัฒนา,Android,FALSE,0
128085,09/03/2024,1995,ช,สาทร,Android,TRUE,1
156347,26/12/2024,1998,ชาย,บางกะปิ,Android,yes,0
140864,02 Aug 2024,2546,ชาย,บางกะปิ,Android,FALSE,0
108200,23 Jun 2025,1998,หญิง,ลาดพร้าว,iOS,TRUE,0
139951,06/11/2024,,หญิง,ห้วยขวาง,android ,FALSE,0
155658,2024-08-08,2003,หญิง,วัฒนา,iOS,TRUE,0
148086,2025-01-03,1995,หญิง,ห้วยขวาง,Android,yes,0
143116,2024-09-25,1989,M,คลองเตย,Android,TRUE,0
153544,09 Jan 2025,2003,ชาย,วัฒนา,iOS,FALSE,0
158182,08 Mar 2025,,หญิง,ดินแดง ,ANDROID,no,0
109727,2025-07-02,1993,female,ห้วยขวาง,iOS,1,0
183881,2025-06-08,1990,หญิง,ห้วยขวาง,iOS,TRUE,0
168988,2024-02-06,,หญิง,จตุจักร,iOS,FALSE,0
106375,14/01/2025,1988,ชาย,บางกะปิ,Android,TRUE,0
100900,25 Mar 2024,,หญิง,ห้วยขวาง,Android,1,0
108693,06 Feb 2025,1978,ชาย,จตุจักร,Android,TRUE,0
148663,11 Apr 2025,2001,ชาย, คลองเตย,Android,FALSE,0
107201,27/06/2025,2548,หญิง,บางนา,iOS,TRUE,0
166954,22 May 2024,1989,ชาย,สาทร,iOS,TRUE,0
149025,24/12/2024,1999,,ลาดพร้าว,Android,yes,0
105953,12/05/2025,2001,หญิง,บางนา,Android,0,0
133448,2024-09-27,1988,หญิง,บางนา,Android,FALSE,0
113149,16 Jan 2025,2537,ช,สวนหลวง,ios,TRUE,1
184853,2024-05-11,1992,female,สาทร,Android,TRUE,0
114526,04 May 2025,1988,ช,ห้วยขวาง,Android,FALSE,0
187115,2024-09-09,2002,หญิง,บางนา,Android,TRUE,1
154595,2024-11-29,1991,หญิง,พญาไท,iOS,TRUE,0
172175,2025-01-24,,female,ห้วยขวาง ,Android,TRUE,0
150864,22 Jun 2025,1981,,บางกะปิ,ios,TRUE,0
177911,2024-10-13,1978,หญิง,วัฒนา,Android,FALSE,0
183063,2025-03-19,2541,หญิง,บางนา ,iOS,TRUE,0
160757,2025-06-29,,ชาย,บางนา,ios,yes,1
129187,2025-01-21,1978,หญิง,สวนหลวง,ANDROID,FALSE,0
184109,2025-05-25,1989,หญิง,พญาไท ,Android,1,1
108122,21/05/2025,1998,ชาย,คลองเตย,Android,TRUE,0
128676,2024-02-11,1986,หญิง,ลาดพร้าว,ios,FALSE,1
138905,07 Mar 2025,1991,หญิง,บางนา,ANDROID,TRUE,0
163449,2024-09-10,2545,female, ดินแดง,Android,TRUE,0
153237,2024-06-13,2000,ช,คลองเตย,Android,FALSE,0
144517,31/01/2025,2006,ชาย,บางนา,android ,FALSE,0
164882,12 Jul 2025,2519,ชาย, คลองเตย,Android,FALSE,0
122922,05 Apr 2024,,,สาทร,Android,1,0
163952,05 Aug 2024,2001,หญิง,ลาดพร้าว,iOS,TRUE,0
113918,24/09/2024,,ชาย,ดินแดง,iOS,TRUE,0
144405,21 Feb 2025,2534,,ดินแดง,Android,TRUE,0
