order_id,customer_id,restaurant_id,rider_id,order_time,delivered_time,distance_km,subtotal,discount,delivery_fee,payment_type,district,weather
734297,111584,6093,21599,09/02/2025 12:34,2025-02-09 12:55:06,4.4,฿92,0.0,29.0,โอนผ่านแอป,บางนา,ปกติ
776727,101619,6057,20419,26 Feb 2025 11:35,2025-02-26 11:53:00,2.8,฿263,32.0,24.0,บัตรเครดิต,บางนา,ปกติ
710017,151719,5322,20172,2024-08-03 11:27:00,2024-08-03 11:46:24,7.53,฿173,0.0,39.0,โอนผ่านแอป,บางรัก,ปกติ
784628,104555,5805,20098,27 Oct 2024 20:27,2024-10-27 20:55:12,,฿656,0.0,51.0,โอนผ่านแอป,บางกะปิ,ปกติ
817897,150135,5795,21978,21/09/2024 10:44,2024-09-21 11:03:24,8.86,฿105,0.0,43.0,โอนผ่านแอป,บางนา,ปกติ
705964,171174,5177,20875,25 Jan 2025 12:57,2025-01-25 13:25:54,5.24,฿738,62.0,40.0,APP,บางกะปิ ,ฝนตก
746786,152085,5665,23165,29 Dec 2024 17:23,2024-12-29 17:38:18,,฿269,0.0,30.0,บัตรเครดิต,ลาดพร้าว,ปกติ
807824,109607,5305,20398,2025-01-02 12:54:00,2025-01-02 13:14:00,1.53,฿188,43.0,20.0,โอนผ่านแอป,บางนา,ปกติ
815206,102559,6163,21040,26 Feb 2025 11:46,2025-02-26 12:04:42,,฿124,0.0,29.0,เงินสด,บางรัก,ปกติ
806537,116655,5372,23233,25/11/2024 21:37,2024-11-25 22:04:24,9.71,฿114,0.0,54.0,โอนผ่านแอป,คลองเตย,ฝนตก
813578,119807,5423,21397,15/08/2024 17:57,2024-08-15 18:14:30,5.01,฿764,0.0,31.0,เงินสด, ห้วยขวาง,ปกติ
812370,114261,6167,21832,30 Apr 2025 13:41,2025-04-30 14:07:06,2.83,฿211,0.0,24.0,โอนผ่านแอป,พญาไท ,ปกติ
746453,166536,5990,22901,12 Jul 2025 23:46,2025-07-13 00:10:24,8.26,฿159,0.0,49.0,โอนผ่านแอป,บางนา,ฝนตก
798077,186667,6058,22141,12 Dec 2024 11:12,2024-12-12 11:36:36,6.14,฿83,16.0,35.0,,ห้วยขวาง,ปกติ
737592,117123,5087,22856,24/12/2024 11:09,2024-12-24 11:38:36,9.98,฿151,0.0,55.0,เงินสด,สาทร,ฝนตก
771766,185108,6070,21937,2025-01-25 12:26:00,2025-01-25 12:50:30,6.07,฿71,17.0,34.0,โอนผ่านแอป,วัฒนา,ปกติ
813594,188823,5925,20320,22 Jun 2025 12:34,2025-06-22 13:11:24,10.18,฿763,0.0,56.0,โอนผ่านแอป,สาทร,ฝนตก
749025,126876,5361,21524,2025-07-02 12:02:00,2025-07-02 12:35:18,,฿50,0.0,48.0,เงินสด,คลองเตย,ฝนตก
769570,185237,5198,20448,2024-08-26 20:04:00,2024-08-26 20:30:12,2.23,฿259,0.0,30.0,,คลองเตย,ฝนตก
722216,173704,5910,23062,2025-01-21 19:24:00,2025-01-21 19:52:54,7.27,฿415,0.0,38.0,โอนผ่านแอป,สวนหลวง,ปกติ
738690,144809,5656,21954,21/11/2024 18:15,2024-11-21 18:44:36,1.99,฿215,0.0,21.0,โอนผ่านแอป,สาทร,ปกติ
736132,106706,5522,23379,2025-06-04 12:27:00,2025-06-04 12:52:12,3.77,฿285,0.0,27.0,โอนผ่านแอป,สาทร,ปกติ
800860,167839,6124,22886,07/03/2025 21:09,2025-03-07 21:22:24,3.17,฿132,0.0,25.0,บัตรเครดิต,คลองเตย,ปกติ
766288,118224,5729,21150,31 Dec 2024 19:28,2024-12-31 19:55:48,3.59,฿327,0.0,26.0,วอลเล็ต,พญาไท,ปกติ
737609,134886,5625,22396,30 Jun 2025 14:03,2025-06-30 14:24:12,6.18,฿92,0.0,35.0,เงินสด,บางนา,ปกติ
740458,110452,5567,20200,2025-07-07 18:30:00,2025-07-07 19:04:42,6.39,฿98,0.0,35.0,บัตรเครดิต,ลาดพร้าว,ปกติ
788172,156856,5997,21698,30/05/2025 11:27,2025-05-30 11:47:12,4.85,฿164,0.0,31.0,เงินสด,ลาดพร้าว,ปกติ
808166,133616,6128,21177,2024-12-02 18:35:00,2024-12-02 19:08:30,4.23,฿185,0.0,37.0,บัตรเครดิต,บางกะปิ ,ฝนตก
718141,138738,5066,20014,16 Jan 2025 12:24,2025-01-16 12:46:12,4.25,฿45,9.0,29.0,วอลเล็ต,สาทร,ปกติ
704667,148913,5242,21334,2025-04-13 18:32:00,2025-04-20 17:11:00,6.0,฿650,0.0,34.0,โอนผ่านแอป,บางนา ,ปกติ
795179,149466,5260,21107,23/04/2025 20:23,2025-04-23 20:46:42,6.89,฿436,84.0,37.0,โอนผ่านแอป,ลาดพร้าว,ปกติ
811365,133036,5142,22476,2024-09-05 01:41:00,2024-09-05 02:00:30,6.56,฿196,0.0,36.0,วอลเล็ต,บางกะปิ,ปกติ
721709,148827,5625,20051,26 Apr 2025 11:33,2025-04-26 11:51:18,,฿288,0.0,32.0,โอนผ่านแอป,บางนา,ปกติ
714857,170070,6156,20057,03 Jun 2025 20:36,2025-06-03 20:56:18,11.01,฿487,0.0,50.0,บัตรเครดิต,ดินแดง,ปกติ
807997,127698,5807,22839,25 Feb 2025 18:00,2025-02-25 18:26:24,6.55,฿394,0.0,36.0,บัตรเครดิต,ลาดพร้าว,ปกติ
730496,122593,5636,21268,2024-11-17 11:29:00,2024-11-17 11:43:48,2.74,฿221,21.0,24.0,วอลเล็ต,ลาดพร้าว,ปกติ
